Year,Circuit,OfficialName,Class,RiderName,Position
2005,GP di Spagna,Jerez de la Frontera,MotoGP,Valentino Rossi,1
2005,GP di Spagna,Jerez de la Frontera,MotoGP,Sete Gibernau,2
2005,GP di Spagna,Jerez de la Frontera,MotoGP,Marco Melandri,3
2005,GP di Spagna,Jerez de la Frontera,MotoGP,Alex Barros,8
2005,GP di Spagna,Jerez de la Frontera,MotoGP,Shinya Nakano,5
2005,GP di Spagna,Jerez de la Frontera,MotoGP,Troy Bayliss,9
2005,GP di Spagna,Jerez de la Frontera,MotoGP,Max Biaggi,16
2005,GP di Spagna,Jerez de la Frontera,MotoGP,Makoto Tamada,7
2005,GP di Spagna,Jerez de la Frontera,MotoGP,Colin Edwards,15
2005,GP di Spagna,Jerez de la Frontera,MotoGP,Carlos Checa,12
2005,GP di Spagna,Jerez de la Frontera,MotoGP,Alex Hofmann,10
2005,GP di Spagna,Jerez de la Frontera,MotoGP,Toni Elias,13
2005,GP di Spagna,Jerez de la Frontera,MotoGP,Loris Capirossi,6
2005,GP di Spagna,Jerez de la Frontera,MotoGP,John Hopkins,11
2005,GP di Spagna,Jerez de la Frontera,MotoGP,Roberto Rolfo,18
2005,GP di Spagna,Jerez de la Frontera,MotoGP,James Ellison,21
2005,GP di Spagna,Jerez de la Frontera,MotoGP,Franco Battaini,19
2005,GP di Spagna,Jerez de la Frontera,MotoGP,Ruben Xaus,17
2005,GP di Spagna,Jerez de la Frontera,MotoGP,Nicky Hayden,4
2005,GP di Spagna,Jerez de la Frontera,MotoGP,Kenny Roberts Jr,14
2005,GP di Spagna,Jerez de la Frontera,MotoGP,Shane Byrne,20
2005,GP del Portogallo,Estoril,MotoGP,Alex Barros,1
2005,GP del Portogallo,Estoril,MotoGP,Valentino Rossi,4
2005,GP del Portogallo,Estoril,MotoGP,Max Biaggi,8
2005,GP del Portogallo,Estoril,MotoGP,Marco Melandri,5
2005,GP del Portogallo,Estoril,MotoGP,Carlos Checa,3
2005,GP del Portogallo,Estoril,MotoGP,Colin Edwards,7
2005,GP del Portogallo,Estoril,MotoGP,Nicky Hayden,9
2005,GP del Portogallo,Estoril,MotoGP,Shinya Nakano,10
2005,GP del Portogallo,Estoril,MotoGP,Loris Capirossi,6
2005,GP del Portogallo,Estoril,MotoGP,Ruben Xaus,12
2005,GP del Portogallo,Estoril,MotoGP,Troy Bayliss,13
2005,GP del Portogallo,Estoril,MotoGP,Kenny Roberts Jr,14
2005,GP del Portogallo,Estoril,MotoGP,Roberto Rolfo,16
2005,GP del Portogallo,Estoril,MotoGP,Toni Elias,15
2005,GP del Portogallo,Estoril,MotoGP,James Ellison,17
2005,GP del Portogallo,Estoril,MotoGP,Shane Byrne,18
2005,GP del Portogallo,Estoril,MotoGP,Sete Gibernau,2
2005,GP del Portogallo,Estoril,MotoGP,John Hopkins,11
2005,GP del Portogallo,Estoril,MotoGP,Franco Battaini,19
2005,GP di Cina,Shanghai,MotoGP,Valentino Rossi,6
2005,GP di Cina,Shanghai,MotoGP,Olivier Jacque,15
2005,GP di Cina,Shanghai,MotoGP,Marco Melandri,2
2005,GP di Cina,Shanghai,MotoGP,Sete Gibernau,1
2005,GP di Cina,Shanghai,MotoGP,Max Biaggi,14
2005,GP di Cina,Shanghai,MotoGP,Jurgen van den Goorbergh,19
2005,GP di Cina,Shanghai,MotoGP,John Hopkins,4
2005,GP di Cina,Shanghai,MotoGP,Colin Edwards,13
2005,GP di Cina,Shanghai,MotoGP,Nicky Hayden,5
2005,GP di Cina,Shanghai,MotoGP,Ruben Xaus,16
2005,GP di Cina,Shanghai,MotoGP,Alex Barros,11
2005,GP di Cina,Shanghai,MotoGP,Loris Capirossi,3
2005,GP di Cina,Shanghai,MotoGP,James Ellison,21
2005,GP di Cina,Shanghai,MotoGP,Toni Elias,8
2005,GP di Cina,Shanghai,MotoGP,Tohru Ukawa,18
2005,GP di Cina,Shanghai,MotoGP,Roberto Rolfo,17
2005,GP di Cina,Shanghai,MotoGP,Franco Battaini,20
2005,GP di Cina,Shanghai,MotoGP,Kenny Roberts Jr,9
2005,GP di Cina,Shanghai,MotoGP,Troy Bayliss,12
2005,GP di Cina,Shanghai,MotoGP,Carlos Checa,7
2005,GP di Cina,Shanghai,MotoGP,Shinya Nakano,10
2005,GP di Francia,Le Mans,MotoGP,Valentino Rossi,1
2005,GP di Francia,Le Mans,MotoGP,Sete Gibernau,4
2005,GP di Francia,Le Mans,MotoGP,Colin Edwards,2
2005,GP di Francia,Le Mans,MotoGP,Marco Melandri,3
2005,GP di Francia,Le Mans,MotoGP,Max Biaggi,8
2005,GP di Francia,Le Mans,MotoGP,Nicky Hayden,5
2005,GP di Francia,Le Mans,MotoGP,Loris Capirossi,10
2005,GP di Francia,Le Mans,MotoGP,Shinya Nakano,6
2005,GP di Francia,Le Mans,MotoGP,Toni Elias,12
2005,GP di Francia,Le Mans,MotoGP,Troy Bayliss,15
2005,GP di Francia,Le Mans,MotoGP,Olivier Jacque,13
2005,GP di Francia,Le Mans,MotoGP,Ruben Xaus,16
2005,GP di Francia,Le Mans,MotoGP,Kenny Roberts Jr,14
2005,GP di Francia,Le Mans,MotoGP,Jurgen van den Goorbergh,19
2005,GP di Francia,Le Mans,MotoGP,Roberto Rolfo,18
2005,GP di Francia,Le Mans,MotoGP,John Hopkins,7
2005,GP di Francia,Le Mans,MotoGP,Franco Battaini,21
2005,GP di Francia,Le Mans,MotoGP,Alex Barros,11
2005,GP di Francia,Le Mans,MotoGP,James Ellison,20
2005,GP di Francia,Le Mans,MotoGP,Carlos Checa,9
2005,GP di Francia,Le Mans,MotoGP,Shane Byrne,17
2005,GP d'Italia,Mugello,MotoGP,Valentino Rossi,1
2005,GP d'Italia,Mugello,MotoGP,Max Biaggi,3
2005,GP d'Italia,Mugello,MotoGP,Loris Capirossi,6
2005,GP d'Italia,Mugello,MotoGP,Marco Melandri,7
2005,GP d'Italia,Mugello,MotoGP,Carlos Checa,8
2005,GP d'Italia,Mugello,MotoGP,Nicky Hayden,4
2005,GP d'Italia,Mugello,MotoGP,Alex Barros,13
2005,GP d'Italia,Mugello,MotoGP,Makoto Tamada,10
2005,GP d'Italia,Mugello,MotoGP,Colin Edwards,12
2005,GP d'Italia,Mugello,MotoGP,Shinya Nakano,9
2005,GP d'Italia,Mugello,MotoGP,John Hopkins,5
2005,GP d'Italia,Mugello,MotoGP,Alex Hofmann,14
2005,GP d'Italia,Mugello,MotoGP,Troy Bayliss,17
2005,GP d'Italia,Mugello,MotoGP,Ruben Xaus,15
2005,GP d'Italia,Mugello,MotoGP,Kenny Roberts Jr,11
2005,GP d'Italia,Mugello,MotoGP,Shane Byrne,18
2005,GP d'Italia,Mugello,MotoGP,Roberto Rolfo,19
2005,GP d'Italia,Mugello,MotoGP,Franco Battaini,21
2005,GP d'Italia,Mugello,MotoGP,David Checa,16
2005,GP d'Italia,Mugello,MotoGP,Sete Gibernau,2
2005,GP d'Italia,Mugello,MotoGP,James Ellison,20
2005,GP di Catalogna,Catalogna,MotoGP,Valentino Rossi,3
2005,GP di Catalogna,Catalogna,MotoGP,Sete Gibernau,1
2005,GP di Catalogna,Catalogna,MotoGP,Marco Melandri,2
2005,GP di Catalogna,Catalogna,MotoGP,Alex Barros,9
2005,GP di Catalogna,Catalogna,MotoGP,Nicky Hayden,5
2005,GP di Catalogna,Catalogna,MotoGP,Max Biaggi,4
2005,GP di Catalogna,Catalogna,MotoGP,Colin Edwards,7
2005,GP di Catalogna,Catalogna,MotoGP,Troy Bayliss,15
2005,GP di Catalogna,Catalogna,MotoGP,Shinya Nakano,12
2005,GP di Catalogna,Catalogna,MotoGP,Ruben Xaus,16
2005,GP di Catalogna,Catalogna,MotoGP,Carlos Checa,8
2005,GP di Catalogna,Catalogna,MotoGP,Loris Capirossi,6
2005,GP di Catalogna,Catalogna,MotoGP,David Checa,18
2005,GP di Catalogna,Catalogna,MotoGP,Roberto Rolfo,17
2005,GP di Catalogna,Catalogna,MotoGP,Kenny Roberts Jr,13
2005,GP di Catalogna,Catalogna,MotoGP,Shane Byrne,19
2005,GP di Catalogna,Catalogna,MotoGP,Alex Hofmann,14
2005,GP di Catalogna,Catalogna,MotoGP,James Ellison,20
2005,GP di Catalogna,Catalogna,MotoGP,Franco Battaini,21
2005,GP di Catalogna,Catalogna,MotoGP,John Hopkins,11
2005,GP di Catalogna,Catalogna,MotoGP,Makoto Tamada,10
2005,GP d'Olanda,Assen,MotoGP,Valentino Rossi,1
2005,GP d'Olanda,Assen,MotoGP,Marco Melandri,3
2005,GP d'Olanda,Assen,MotoGP,Colin Edwards,6
2005,GP d'Olanda,Assen,MotoGP,Nicky Hayden,5
2005,GP d'Olanda,Assen,MotoGP,Sete Gibernau,2
2005,GP d'Olanda,Assen,MotoGP,Max Biaggi,9
2005,GP d'Olanda,Assen,MotoGP,Alex Barros,8
2005,GP d'Olanda,Assen,MotoGP,Shinya Nakano,4
2005,GP d'Olanda,Assen,MotoGP,Carlos Checa,13
2005,GP d'Olanda,Assen,MotoGP,Loris Capirossi,7
2005,GP d'Olanda,Assen,MotoGP,Troy Bayliss,14
2005,GP d'Olanda,Assen,MotoGP,Ruben Xaus,16
2005,GP d'Olanda,Assen,MotoGP,John Hopkins,12
2005,GP d'Olanda,Assen,MotoGP,Makoto Tamada,11
2005,GP d'Olanda,Assen,MotoGP,David Checa,17
2005,GP d'Olanda,Assen,MotoGP,Kenny Roberts Jr,15
2005,GP d'Olanda,Assen,MotoGP,Shane Byrne,19
2005,GP d'Olanda,Assen,MotoGP,Roberto Rolfo,18
2005,GP d'Olanda,Assen,MotoGP,James Ellison,20
2005,GP d'Olanda,Assen,MotoGP,Franco Battaini,21
2005,GP d'Olanda,Assen,MotoGP,Alex Baldolini,16
2005,GP d'Olanda,Assen,MotoGP,Anthony West,23
2005,GP d'Olanda,Assen,MotoGP,Steve Jenkner,14
2005,GP degli USA,Laguna Seca,MotoGP,Nicky Hayden,1
2005,GP degli USA,Laguna Seca,MotoGP,Colin Edwards,5
2005,GP degli USA,Laguna Seca,MotoGP,Valentino Rossi,2
2005,GP degli USA,Laguna Seca,MotoGP,Max Biaggi,7
2005,GP degli USA,Laguna Seca,MotoGP,Sete Gibernau,13
2005,GP degli USA,Laguna Seca,MotoGP,Troy Bayliss,4
2005,GP degli USA,Laguna Seca,MotoGP,Makoto Tamada,9
2005,GP degli USA,Laguna Seca,MotoGP,John Hopkins,6
2005,GP degli USA,Laguna Seca,MotoGP,Shinya Nakano,10
2005,GP degli USA,Laguna Seca,MotoGP,Loris Capirossi,14
2005,GP degli USA,Laguna Seca,MotoGP,Ruben Xaus,16
2005,GP degli USA,Laguna Seca,MotoGP,Alex Hofmann,15
2005,GP degli USA,Laguna Seca,MotoGP,Toni Elias,17
2005,GP degli USA,Laguna Seca,MotoGP,Kenny Roberts Jr,12
2005,GP degli USA,Laguna Seca,MotoGP,Shane Byrne,19
2005,GP degli USA,Laguna Seca,MotoGP,James Ellison,20
2005,GP degli USA,Laguna Seca,MotoGP,Franco Battaini,21
2005,GP degli USA,Laguna Seca,MotoGP,Roberto Rolfo,18
2005,GP degli USA,Laguna Seca,MotoGP,Carlos Checa,8
2005,GP degli USA,Laguna Seca,MotoGP,Marco Melandri,11
2005,GP degli USA,Laguna Seca,MotoGP,Alex Barros,3
2005,GP di Gran Bretagna,Donington Park,MotoGP,Valentino Rossi,1
2005,GP di Gran Bretagna,Donington Park,MotoGP,Kenny Roberts Jr,16
2005,GP di Gran Bretagna,Donington Park,MotoGP,Alex Barros,4
2005,GP di Gran Bretagna,Donington Park,MotoGP,Colin Edwards,6
2005,GP di Gran Bretagna,Donington Park,MotoGP,Carlos Checa,13
2005,GP di Gran Bretagna,Donington Park,MotoGP,Loris Capirossi,11
2005,GP di Gran Bretagna,Donington Park,MotoGP,Makoto Tamada,9
2005,GP di Gran Bretagna,Donington Park,MotoGP,Alex Hofmann,15
2005,GP di Gran Bretagna,Donington Park,MotoGP,Toni Elias,17
2005,GP di Gran Bretagna,Donington Park,MotoGP,Roberto Rolfo,19
2005,GP di Gran Bretagna,Donington Park,MotoGP,John Hopkins,10
2005,GP di Gran Bretagna,Donington Park,MotoGP,Franco Battaini,21
2005,GP di Gran Bretagna,Donington Park,MotoGP,James Ellison,20
2005,GP di Gran Bretagna,Donington Park,MotoGP,Shane Byrne,18
2005,GP di Gran Bretagna,Donington Park,MotoGP,Sete Gibernau,2
2005,GP di Gran Bretagna,Donington Park,MotoGP,Shinya Nakano,12
2005,GP di Gran Bretagna,Donington Park,MotoGP,Max Biaggi,8
2005,GP di Gran Bretagna,Donington Park,MotoGP,Marco Melandri,3
2005,GP di Gran Bretagna,Donington Park,MotoGP,Troy Bayliss,7
2005,GP di Gran Bretagna,Donington Park,MotoGP,Nicky Hayden,5
2005,GP di Gran Bretagna,Donington Park,MotoGP,Ruben Xaus,14
2005,GP di Germania,Sachsenring,MotoGP,Valentino Rossi,4
2005,GP di Germania,Sachsenring,MotoGP,Sete Gibernau,2
2005,GP di Germania,Sachsenring,MotoGP,Nicky Hayden,1
2005,GP di Germania,Sachsenring,MotoGP,Max Biaggi,6
2005,GP di Germania,Sachsenring,MotoGP,Alex Barros,3
2005,GP di Germania,Sachsenring,MotoGP,Shinya Nakano,12
2005,GP di Germania,Sachsenring,MotoGP,Marco Melandri,5
2005,GP di Germania,Sachsenring,MotoGP,Colin Edwards,7
2005,GP di Germania,Sachsenring,MotoGP,Loris Capirossi,8
2005,GP di Germania,Sachsenring,MotoGP,Makoto Tamada,15
2005,GP di Germania,Sachsenring,MotoGP,Kenny Roberts Jr,9
2005,GP di Germania,Sachsenring,MotoGP,Toni Elias,17
2005,GP di Germania,Sachsenring,MotoGP,Ruben Xaus,18
2005,GP di Germania,Sachsenring,MotoGP,Roberto Rolfo,20
2005,GP di Germania,Sachsenring,MotoGP,Franco Battaini,22
2005,GP di Germania,Sachsenring,MotoGP,Troy Bayliss,16
2005,GP di Germania,Sachsenring,MotoGP,James Ellison,19
2005,GP di Germania,Sachsenring,MotoGP,Olivier Jacque,14
2005,GP di Germania,Sachsenring,MotoGP,Alex Hofmann,13
2005,GP di Germania,Sachsenring,MotoGP,Shane Byrne,21
2005,GP della Repubblica Ceca,Brno,MotoGP,Valentino Rossi,4
2005,GP della Repubblica Ceca,Brno,MotoGP,Loris Capirossi,3
2005,GP della Repubblica Ceca,Brno,MotoGP,Max Biaggi,10
2005,GP della Repubblica Ceca,Brno,MotoGP,Alex Barros,7
2005,GP della Repubblica Ceca,Brno,MotoGP,Nicky Hayden,2
2005,GP della Repubblica Ceca,Brno,MotoGP,Marco Melandri,5
2005,GP della Repubblica Ceca,Brno,MotoGP,Colin Edwards,9
2005,GP della Repubblica Ceca,Brno,MotoGP,Carlos Checa,6
2005,GP della Repubblica Ceca,Brno,MotoGP,Troy Bayliss,13
2005,GP della Repubblica Ceca,Brno,MotoGP,Makoto Tamada,12
2005,GP della Repubblica Ceca,Brno,MotoGP,Kenny Roberts Jr,17
2005,GP della Repubblica Ceca,Brno,MotoGP,Shinya Nakano,11
2005,GP della Repubblica Ceca,Brno,MotoGP,John Hopkins,8
2005,GP della Repubblica Ceca,Brno,MotoGP,Toni Elias,15
2005,GP della Repubblica Ceca,Brno,MotoGP,Alex Hofmann,14
2005,GP della Repubblica Ceca,Brno,MotoGP,Nobuatsu Aoki,16
2005,GP della Repubblica Ceca,Brno,MotoGP,Roberto Rolfo,19
2005,GP della Repubblica Ceca,Brno,MotoGP,Ruben Xaus,20
2005,GP della Repubblica Ceca,Brno,MotoGP,James Ellison,18
2005,GP della Repubblica Ceca,Brno,MotoGP,Franco Battaini,21
2005,GP della Repubblica Ceca,Brno,MotoGP,Sete Gibernau,1
2005,GP della Repubblica Ceca,Brno,MotoGP,Jeremy McWilliams,22
2005,GP del Giappone,Motegi,MotoGP,Loris Capirossi,1
2005,GP del Giappone,Motegi,MotoGP,Max Biaggi,5
2005,GP del Giappone,Motegi,MotoGP,Makoto Tamada,4
2005,GP del Giappone,Motegi,MotoGP,Carlos Checa,9
2005,GP del Giappone,Motegi,MotoGP,John Hopkins,2
2005,GP del Giappone,Motegi,MotoGP,Colin Edwards,13
2005,GP del Giappone,Motegi,MotoGP,Nicky Hayden,6
2005,GP del Giappone,Motegi,MotoGP,Kenny Roberts Jr,8
2005,GP del Giappone,Motegi,MotoGP,Toni Elias,17
2005,GP del Giappone,Motegi,MotoGP,Ruben Xaus,19
2005,GP del Giappone,Motegi,MotoGP,Franco Battaini,20
2005,GP del Giappone,Motegi,MotoGP,Marco Melandri,3
2005,GP del Giappone,Motegi,MotoGP,Valentino Rossi,11
2005,GP del Giappone,Motegi,MotoGP,Alex Barros,10
2005,GP del Giappone,Motegi,MotoGP,Sete Gibernau,7
2005,GP del Giappone,Motegi,MotoGP,Shinya Nakano,14
2005,GP del Giappone,Motegi,MotoGP,Tohru Ukawa,15
2005,GP del Giappone,Motegi,MotoGP,Roberto Rolfo,16
2005,GP del Giappone,Motegi,MotoGP,Alex Hofmann,12
2005,GP del Giappone,Motegi,MotoGP,Naoki Matsudo,18
2005,GP della Malesia,Sepang,MotoGP,Loris Capirossi,1
2005,GP della Malesia,Sepang,MotoGP,Valentino Rossi,7
2005,GP della Malesia,Sepang,MotoGP,Carlos Checa,8
2005,GP della Malesia,Sepang,MotoGP,Nicky Hayden,6
2005,GP della Malesia,Sepang,MotoGP,Marco Melandri,9
2005,GP della Malesia,Sepang,MotoGP,Max Biaggi,12
2005,GP della Malesia,Sepang,MotoGP,Kenny Roberts Jr,5
2005,GP della Malesia,Sepang,MotoGP,Alex Barros,11
2005,GP della Malesia,Sepang,MotoGP,John Hopkins,3
2005,GP della Malesia,Sepang,MotoGP,Colin Edwards,10
2005,GP della Malesia,Sepang,MotoGP,Toni Elias,14
2005,GP della Malesia,Sepang,MotoGP,Makoto Tamada,15
2005,GP della Malesia,Sepang,MotoGP,Roberto Rolfo,17
2005,GP della Malesia,Sepang,MotoGP,Shane Byrne,18
2005,GP della Malesia,Sepang,MotoGP,Ruben Xaus,16
2005,GP della Malesia,Sepang,MotoGP,Franco Battaini,19
2005,GP della Malesia,Sepang,MotoGP,James Ellison,20
2005,GP della Malesia,Sepang,MotoGP,Olivier Jacque,13
2005,GP della Malesia,Sepang,MotoGP,Shinya Nakano,4
2005,GP della Malesia,Sepang,MotoGP,Sete Gibernau,2
2005,GP del Qatar,Losail,MotoGP,Valentino Rossi,3
2005,GP del Qatar,Losail,MotoGP,Marco Melandri,5
2005,GP del Qatar,Losail,MotoGP,Nicky Hayden,8
2005,GP del Qatar,Losail,MotoGP,Colin Edwards,4
2005,GP del Qatar,Losail,MotoGP,Sete Gibernau,2
2005,GP del Qatar,Losail,MotoGP,Carlos Checa,6
2005,GP del Qatar,Losail,MotoGP,Shinya Nakano,7
2005,GP del Qatar,Losail,MotoGP,Toni Elias,9
2005,GP del Qatar,Losail,MotoGP,Alex Barros,14
2005,GP del Qatar,Losail,MotoGP,Loris Capirossi,1
2005,GP del Qatar,Losail,MotoGP,Kenny Roberts Jr,11
2005,GP del Qatar,Losail,MotoGP,Roberto Rolfo,15
2005,GP del Qatar,Losail,MotoGP,Shane Byrne,17
2005,GP del Qatar,Losail,MotoGP,Ruben Xaus,16
2005,GP del Qatar,Losail,MotoGP,James Ellison,18
2005,GP del Qatar,Losail,MotoGP,Franco Battaini,19
2005,GP del Qatar,Losail,MotoGP,John Hopkins,13
2005,GP del Qatar,Losail,MotoGP,Makoto Tamada,10
2005,GP del Qatar,Losail,MotoGP,Max Biaggi,12
2005,GP d'Australia,Phillip Island,MotoGP,Valentino Rossi,2
2005,GP d'Australia,Phillip Island,MotoGP,Nicky Hayden,1
2005,GP d'Australia,Phillip Island,MotoGP,Carlos Checa,4
2005,GP d'Australia,Phillip Island,MotoGP,Marco Melandri,8
2005,GP d'Australia,Phillip Island,MotoGP,Sete Gibernau,3
2005,GP d'Australia,Phillip Island,MotoGP,Colin Edwards,5
2005,GP d'Australia,Phillip Island,MotoGP,Shinya Nakano,10
2005,GP d'Australia,Phillip Island,MotoGP,Makoto Tamada,9
2005,GP d'Australia,Phillip Island,MotoGP,Toni Elias,7
2005,GP d'Australia,Phillip Island,MotoGP,John Hopkins,11
2005,GP d'Australia,Phillip Island,MotoGP,Chris Vermeulen,14
2005,GP d'Australia,Phillip Island,MotoGP,Ruben Xaus,15
2005,GP d'Australia,Phillip Island,MotoGP,Roberto Rolfo,16
2005,GP d'Australia,Phillip Island,MotoGP,James Ellison,17
2005,GP d'Australia,Phillip Island,MotoGP,Franco Battaini,18
2005,GP d'Australia,Phillip Island,MotoGP,Olivier Jacque,13
2005,GP d'Australia,Phillip Island,MotoGP,Alex Barros,12
2005,GP d'Australia,Phillip Island,MotoGP,Max Biaggi,6
2005,GP di Turchia,Istanbul,MotoGP,Marco Melandri,2
2005,GP di Turchia,Istanbul,MotoGP,Valentino Rossi,4
2005,GP di Turchia,Istanbul,MotoGP,Nicky Hayden,3
2005,GP di Turchia,Istanbul,MotoGP,Sete Gibernau,1
2005,GP di Turchia,Istanbul,MotoGP,Carlos Checa,9
2005,GP di Turchia,Istanbul,MotoGP,Toni Elias,6
2005,GP di Turchia,Istanbul,MotoGP,Colin Edwards,5
2005,GP di Turchia,Istanbul,MotoGP,Makoto Tamada,7
2005,GP di Turchia,Istanbul,MotoGP,Alex Barros,8
2005,GP di Turchia,Istanbul,MotoGP,Shinya Nakano,10
2005,GP di Turchia,Istanbul,MotoGP,Chris Vermeulen,11
2005,GP di Turchia,Istanbul,MotoGP,Max Biaggi,12
2005,GP di Turchia,Istanbul,MotoGP,Olivier Jacque,13
2005,GP di Turchia,Istanbul,MotoGP,Ruben Xaus,16
2005,GP di Turchia,Istanbul,MotoGP,John Hopkins,14
2005,GP di Turchia,Istanbul,MotoGP,Roberto Rolfo,17
2005,GP di Turchia,Istanbul,MotoGP,Franco Battaini,19
2005,GP di Turchia,Istanbul,MotoGP,James Ellison,18
2005,GP di Turchia,Istanbul,MotoGP,Yuki Takahashi,11
2005,GP di Turchia,Istanbul,MotoGP,Arnaud Vincent,27
2005,GP di Turchia,Istanbul,MotoGP,Zhu Wang,29
2005,GP di Turchia,Istanbul,MotoGP,Simone Corsi,15
2005,GP di Turchia,Istanbul,MotoGP,Martin Cardenas,18
2005,GP di Turchia,Istanbul,MotoGP,Taro Sekiguchi,20
2005,GP di Turchia,Istanbul,MotoGP,Steve Jenkner,14
2005,GP di Turchia,Istanbul,MotoGP,Sebastian Porto,5
2005,GP di Turchia,Istanbul,MotoGP,Randy de Puniet,10
2005,GP della Comunità Valenciana,Valencia,MotoGP,Marco Melandri,2
2005,GP della Comunità Valenciana,Valencia,MotoGP,Nicky Hayden,3
2005,GP della Comunità Valenciana,Valencia,MotoGP,Valentino Rossi,15
2005,GP della Comunità Valenciana,Valencia,MotoGP,Carlos Checa,4
2005,GP della Comunità Valenciana,Valencia,MotoGP,Alex Barros,8
2005,GP della Comunità Valenciana,Valencia,MotoGP,Max Biaggi,5
2005,GP della Comunità Valenciana,Valencia,MotoGP,Loris Capirossi,7
2005,GP della Comunità Valenciana,Valencia,MotoGP,Colin Edwards,6
2005,GP della Comunità Valenciana,Valencia,MotoGP,Makoto Tamada,10
2005,GP della Comunità Valenciana,Valencia,MotoGP,Toni Elias,13
2005,GP della Comunità Valenciana,Valencia,MotoGP,Shinya Nakano,9
2005,GP della Comunità Valenciana,Valencia,MotoGP,Ryuichi Kiyonari,16
2005,GP della Comunità Valenciana,Valencia,MotoGP,John Hopkins,11
2005,GP della Comunità Valenciana,Valencia,MotoGP,Alex Hofmann,12
2005,GP della Comunità Valenciana,Valencia,MotoGP,Ruben Xaus,17
2005,GP della Comunità Valenciana,Valencia,MotoGP,Franco Battaini,21
2005,GP della Comunità Valenciana,Valencia,MotoGP,Kurtis Roberts,20
2005,GP della Comunità Valenciana,Valencia,MotoGP,James Ellison,19
2005,GP della Comunità Valenciana,Valencia,MotoGP,Nobuatsu Aoki,14
2005,GP della Comunità Valenciana,Valencia,MotoGP,Sete Gibernau,1
2005,GP della Comunità Valenciana,Valencia,MotoGP,Roberto Rolfo,18
2006,GP di Spagna,Jerez,MotoGP,Jorge Lorenzo,1
2006,GP di Spagna,Jerez,MotoGP,Alex De Angelis,5
2006,GP di Spagna,Jerez,MotoGP,Andrea Dovizioso,11
2006,GP di Spagna,Jerez,MotoGP,Yuki Takahashi,2
2006,GP di Spagna,Jerez,MotoGP,Hector Barbera,3
2006,GP di Spagna,Jerez,MotoGP,Hiroshi Aoyama,7
2006,GP di Spagna,Jerez,MotoGP,Roberto Locatelli,10
2006,GP di Spagna,Jerez,MotoGP,Martin Cardenas,17
2006,GP di Spagna,Jerez,MotoGP,Sylvain Guintoli,19
2006,GP di Spagna,Jerez,MotoGP,Arnaud Vincent,20
2006,GP di Spagna,Jerez,MotoGP,Manuel Poggiali,18
2006,GP di Spagna,Jerez,MotoGP,Arturo Tizon,14
2006,GP di Spagna,Jerez,MotoGP,Chaz Davies,16
2006,GP di Spagna,Jerez,MotoGP,Alvaro Molina,24
2006,GP di Spagna,Jerez,MotoGP,Dirk Heidolf,12
2006,GP di Spagna,Jerez,MotoGP,Michele Danese,25
2006,GP di Spagna,Jerez,MotoGP,Hans Smees,28
2006,GP di Spagna,Jerez,MotoGP,Jordi Carchano,23
2006,GP di Spagna,Jerez,MotoGP,Anthony West,6
2006,GP di Spagna,Jerez,MotoGP,Jakub Smrž,13
2006,GP di Spagna,Jerez,MotoGP,Marco Simoncelli,8
2006,GP di Spagna,Jerez,MotoGP,Alessio Palumbo,27
2006,GP di Spagna,Jerez,MotoGP,Sebastian Porto,22
2006,GP di Spagna,Jerez,MotoGP,Alex Baldolini,9
2006,GP di Spagna,Jerez,MotoGP,Jules Cluzel,21
2006,GP di Spagna,Jerez,MotoGP,Shuhei Aoyama,4
2006,GP di Spagna,Jerez,MotoGP,Luca Morelli,26
2006,GP del Qatar,Losail,MotoGP,Jorge Lorenzo,1
2006,GP del Qatar,Losail,MotoGP,Andrea Dovizioso,6
2006,GP del Qatar,Losail,MotoGP,Roberto Locatelli,3
2006,GP del Qatar,Losail,MotoGP,Hector Barbera,2
2006,GP del Qatar,Losail,MotoGP,Hiroshi Aoyama,8
2006,GP del Qatar,Losail,MotoGP,Sylvain Guintoli,10
2006,GP del Qatar,Losail,MotoGP,Sebastian Porto,5
2006,GP del Qatar,Losail,MotoGP,Marco Simoncelli,13
2006,GP del Qatar,Losail,MotoGP,Yuki Takahashi,11
2006,GP del Qatar,Losail,MotoGP,Jakub Smrž,7
2006,GP del Qatar,Losail,MotoGP,Martin Cardenas,21
2006,GP del Qatar,Losail,MotoGP,Andrea Ballerini,14
2006,GP del Qatar,Losail,MotoGP,Shuhei Aoyama,16
2006,GP del Qatar,Losail,MotoGP,Manuel Poggiali,9
2006,GP del Qatar,Losail,MotoGP,Dirk Heidolf,15
2006,GP del Qatar,Losail,MotoGP,Arnaud Vincent,19
2006,GP del Qatar,Losail,MotoGP,Chaz Davies,23
2006,GP del Qatar,Losail,MotoGP,Luca Morelli,25
2006,GP del Qatar,Losail,MotoGP,Michele Danese,26
2006,GP del Qatar,Losail,MotoGP,Alessio Palumbo,24
2006,GP del Qatar,Losail,MotoGP,Jordi Carchano,22
2006,GP del Qatar,Losail,MotoGP,Jules Cluzel,17
2006,GP del Qatar,Losail,MotoGP,Anthony West,12
2006,GP del Qatar,Losail,MotoGP,Arturo Tizon,20
2006,GP del Qatar,Losail,MotoGP,Alex Baldolini,18
2006,GP del Qatar,Losail,MotoGP,Alex De Angelis,4
2006,GP di Turchia,Istanbul,MotoGP,Hiroshi Aoyama,6
